Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
8,4,878,696,0.939,0.470,172
8,5,872,699,0.865,0.433,157
8,6,863,703,1.271,0.635,25
8,7,863,707,0.516,0.258,34
8,8,865,707,0.258,0.129,95
8,9,865,707,0.000,0.000,127
8,10,865,707,0.000,0.000,83
8,11,872,709,0.939,0.470,179
8,12,872,709,0.000,0.000,52
8,13,872,709,0.000,0.000,131
8,14,874,714,0.695,0.347,166
8,15,870,720,0.930,0.465,110
8,16,870,722,0.258,0.129,31
8,17,870,722,0.000,0.000,38
8,18,870,722,0.000,0.000,55
8,19,870,722,0.000,0.000,92
8,20,872,722,0.258,0.129,57
8,21,874,722,0.258,0.129,48
8,22,880,724,0.816,0.408,101
8,23,882,724,0.258,0.129,77
8,24,887,724,0.645,0.323,116
8,25,887,726,0.258,0.129,100
8,26,887,726,0.000,0.000,74
8,27,887,726,0.000,0.000,146
8,28,887,728,0.258,0.129,222
8,29,887,728,0.000,0.000,77
8,30,885,735,0.939,0.470,141
8,31,885,735,0.000,0.000,224
8,32,885,735,0.000,0.000,31
8,33,885,737,0.258,0.129,85
8,34,885,743,0.774,0.387,60
8,35,885,743,0.000,0.000,21
8,36,885,746,0.387,0.194,57
8,37,885,746,0.000,0.000,136
8,38,885,752,0.774,0.387,80
8,39,885,752,0.000,0.000,101
8,40,887,754,0.365,0.182,23
8,41,887,756,0.258,0.129,107
8,42,887,756,0.000,0.000,72
8,43,887,756,0.000,0.000,116
8,44,885,758,0.365,0.182,164
8,45,885,758,0.000,0.000,65
8,46,885,761,0.387,0.194,71
8,47,885,767,0.774,0.387,103
8,48,885,769,0.258,0.129,77
8,49,887,769,0.258,0.129,97
8,50,895,776,1.371,0.686,76
8,51,900,780,0.826,0.413,29
8,52,897,784,0.645,0.323,65
8,53,900,784,0.387,0.194,52
8,54,900,786,0.258,0.129,41
8,55,900,788,0.258,0.129,76
8,56,902,795,0.939,0.470,37
8,57,906,799,0.730,0.365,51
8,58,906,805,0.774,0.387,83
8,59,912,812,1.189,0.595,6
8,60,919,823,1.682,0.841,28
8,61,919,823,0.000,0.000,69
8,62,919,823,0.000,0.000,79
8,63,921,829,0.816,0.408,13
8,64,921,831,0.258,0.129,84
8,65,921,840,1.161,0.581,22
8,66,921,844,0.516,0.258,35
8,67,923,855,1.442,0.721,53
8,68,923,855,0.000,0.000,18
8,69,925,857,0.365,0.182,12
8,70,925,859,0.258,0.129,109
8,71,925,865,0.774,0.387,42
8,72,927,870,0.695,0.347,38
8,73,929,874,0.577,0.288,127
8,74,934,880,1.008,0.504,15
8,75,938,889,1.271,0.635,76
8,76,938,889,0.000,0.000,52
8,77,940,891,0.365,0.182,25
8,78,942,897,0.816,0.408,48
8,79,944,900,0.465,0.233,25
8,80,949,900,0.645,0.323,30
8,81,957,912,1.860,0.930,39
8,82,959,914,0.365,0.182,104
8,83,959,914,0.000,0.000,46
8,84,962,923,1.224,0.612,0
8,85,966,934,1.510,0.755,62
8,86,968,940,0.816,0.408,2
8,87,974,949,1.395,0.698,2
8,88,974,955,0.774,0.387,70
8,89,976,959,0.577,0.288,4
8,90,979,970,1.471,0.735,2
8,91,983,974,0.730,0.365,48
8,92,983,981,0.903,0.452,33
8,93,979,987,0.930,0.465,14
8,94,981,991,0.577,0.288,2
8,95,981,998,0.903,0.452,0
8,96,979,1002,0.577,0.288,14
8,97,970,1015,2.040,1.020,12
8,98,968,1026,1.442,0.721,1
8,99,968,1028,0.258,0.129,0
8,100,966,1026,0.365,0.182,0
8,101,966,1015,1.419,0.710,62
8,102,966,1019,0.516,0.258,67
8,103,966,1032,1.677,0.839,5
8,104,964,1032,0.258,0.129,34
8,105,964,1032,0.000,0.000,1
8,106,964,1032,0.000,0.000,26
8,107,964,1032,0.000,0.000,11
8,108,962,1036,0.577,0.288,4
8,109,951,1036,1.419,0.710,1
8,110,949,1036,0.258,0.129,28
9,1,927,675,-1.000,-1.000,56
9,2,927,675,0.000,0.000,99
9,3,912,677,1.952,0.976,113
9,4,910,677,0.258,0.129,63
9,5,902,677,1.032,0.516,138
9,6,897,679,0.695,0.347,128
9,7,897,679,0.000,0.000,65
9,8,902,684,0.912,0.456,140
9,9,902,684,0.000,0.000,218
9,10,902,684,0.000,0.000,94
9,11,902,684,0.000,0.000,154
9,12,897,696,1.677,0.839,128
9,13,897,696,0.000,0.000,48
9,14,900,696,0.387,0.194,100
9,15,900,696,0.000,0.000,66
9,16,900,696,0.000,0.000,97
9,17,904,696,0.516,0.258,128
9,18,904,696,0.000,0.000,118
9,19,904,696,0.000,0.000,42
9,20,908,696,0.516,0.258,49
9,21,908,696,0.000,0.000,90
9,22,908,696,0.000,0.000,233
9,23,908,696,0.000,0.000,82
9,24,912,703,1.040,0.520,224
9,25,917,705,0.695,0.347,216
9,26,917,705,0.000,0.000,74
9,27,919,709,0.577,0.288,100
9,28,919,711,0.258,0.129,197
9,29,919,714,0.387,0.194,56
9,30,917,714,0.258,0.129,68
9,31,914,714,0.387,0.194,106
9,32,914,714,0.000,0.000,79
9,33,914,714,0.000,0.000,186
9,34,914,714,0.000,0.000,45
9,35,914,718,0.516,0.258,37
9,36,912,722,0.577,0.288,140
9,37,912,728,0.774,0.387,144
9,38,912,728,0.000,0.000,135
9,39,912,728,0.000,0.000,162
9,40,912,733,0.645,0.323,192
9,41,914,739,0.816,0.408,200
9,42,919,739,0.645,0.323,93
9,43,921,739,0.258,0.129,26
9,44,917,741,0.577,0.288,86
9,45,912,741,0.645,0.323,99
9,46,912,741,0.000,0.000,77
9,47,914,743,0.365,0.182,93
9,48,921,748,1.110,0.555,108
9,49,921,748,0.000,0.000,70
9,50,921,750,0.258,0.129,71
9,51,921,750,0.000,0.000,98
9,52,921,761,1.419,0.710,64
9,53,921,763,0.258,0.129,80
9,54,919,763,0.258,0.129,121
9,55,919,763,0.000,0.000,49
9,56,919,763,0.000,0.000,114
9,57,919,765,0.258,0.129,88
9,58,919,765,0.000,0.000,77
9,59,921,769,0.577,0.288,52
9,60,925,776,1.040,0.520,82
9,61,925,778,0.258,0.129,91
9,62,925,778,0.000,0.000,74
9,63,925,784,0.774,0.387,90
9,64,927,795,1.442,0.721,149
9,65,927,797,0.258,0.129,122
9,66,927,799,0.258,0.129,81
9,67,927,803,0.516,0.258,52
9,68,927,805,0.258,0.129,112
9,69,927,812,0.903,0.452,176
9,70,927,812,0.000,0.000,65
9,71,927,816,0.516,0.258,17
9,72,925,831,1.952,0.976,143
9,73,927,831,0.258,0.129,92
9,74,932,835,0.826,0.413,170
9,75,936,838,0.645,0.323,77
9,76,940,846,1.154,0.577,112
9,77,940,848,0.258,0.129,188
9,78,940,850,0.258,0.129,79
9,79,940,855,0.645,0.323,66
9,80,947,865,1.575,0.787,20
9,81,947,870,0.645,0.323,172
9,82,947,874,0.516,0.258,100
9,83,947,878,0.516,0.258,119
9,84,947,878,0.000,0.000,75
9,85,953,885,1.189,0.595,48
9,86,953,889,0.516,0.258,1
9,87,944,895,1.395,0.698,79
9,88,942,902,0.939,0.470,45
9,89,942,906,0.516,0.258,32
9,90,947,912,1.008,0.504,68
9,91,944,919,0.982,0.491,90
9,92,938,923,0.930,0.465,201
9,93,942,934,1.510,0.755,65
9,94,944,944,1.316,0.658,79
9,95,944,949,0.645,0.323,50
9,96,947,951,0.465,0.233,72
9,97,944,944,0.982,0.491,83
9,98,944,951,0.903,0.452,53
9,99,944,959,1.032,0.516,72
9,100,942,962,0.465,0.233,60
9,101,934,962,1.032,0.516,172
9,102,934,962,0.000,0.000,105
9,103,934,962,0.000,0.000,127
9,104,934,962,0.000,0.000,95
9,105,934,970,1.032,0.516,103
9,106,932,970,0.258,0.129,107
9,107,932,972,0.258,0.129,115
9,108,932,976,0.516,0.258,64
9,109,932,976,0.000,0.000,189
9,110,932,976,0.000,0.000,243
10,1,1013,720,-1.000,-1.000,91
10,2,1013,720,0.000,0.000,27
10,3,1009,722,0.577,0.288,66
10,4,1009,722,0.000,0.000,86
10,5,1004,724,0.695,0.347,90
10,6,1000,726,0.577,0.288,118
10,7,1000,726,0.000,0.000,92
10,8,1000,731,0.645,0.323,54
10,9,1000,731,0.000,0.000,90
10,10,1000,731,0.000,0.000,86
10,11,1000,733,0.258,0.129,76
10,12,998,735,0.365,0.182,67
10,13,998,739,0.516,0.258,128
10,14,998,739,0.000,0.000,19
10,15,998,739,0.000,0.000,57
10,16,1004,739,0.774,0.387,84
10,17,1002,741,0.365,0.182,77
10,18,1002,741,0.000,0.000,61
10,19,1002,746,0.645,0.323,38
10,20,1002,750,0.516,0.258,57
10,21,1002,750,0.000,0.000,0
10,22,1002,750,0.000,0.000,33
10,23,1002,750,0.000,0.000,22
10,24,1002,750,0.000,0.000,77
10,25,1002,752,0.258,0.129,83
10,26,1002,752,0.000,0.000,48
10,27,1002,752,0.000,0.000,39
10,28,1002,752,0.000,0.000,96
10,29,1002,752,0.000,0.000,16
10,30,1002,752,0.000,0.000,65
10,31,1002,752,0.000,0.000,113
10,32,1002,752,0.000,0.000,79
10,33,1002,752,0.000,0.000,119
10,34,1002,752,0.000,0.000,80
10,35,1002,752,0.000,0.000,69
10,36,1002,752,0.000,0.000,103
10,37,1002,752,0.000,0.000,113
10,38,991,758,1.616,0.808,124
10,39,991,758,0.000,0.000,91
10,40,991,758,0.000,0.000,61
10,41,991,758,0.000,0.000,89
10,42,991,763,0.645,0.323,75
10,43,991,769,0.774,0.387,30
10,44,991,769,0.000,0.000,76
10,45,991,763,0.774,0.387,87
10,46,991,763,0.000,0.000,34
10,47,989,763,0.258,0.129,54
10,48,989,763,0.000,0.000,128
10,49,989,763,0.000,0.000,64
10,50,989,767,0.516,0.258,58
10,51,987,769,0.365,0.182,53
10,52,987,769,0.000,0.000,140
10,53,987,769,0.000,0.000,58
10,54,987,769,0.000,0.000,166
10,55,987,776,0.903,0.452,178
10,56,987,784,1.032,0.516,45
10,57,987,786,0.258,0.129,37
10,58,987,786,0.000,0.000,149
10,59,987,786,0.000,0.000,28
10,60,987,786,0.000,0.000,23
10,61,987,786,0.000,0.000,28
10,62,987,786,0.000,0.000,94
10,63,987,793,0.903,0.452,53
10,64,987,793,0.000,0.000,23
10,65,987,795,0.258,0.129,95
10,66,987,795,0.000,0.000,103
10,67,987,803,1.032,0.516,100
10,68,987,803,0.000,0.000,69
10,69,987,805,0.258,0.129,45
10,70,987,810,0.645,0.323,83
10,71,987,816,0.774,0.387,20
10,72,987,818,0.258,0.129,31
10,73,979,818,1.032,0.516,73
10,74,976,820,0.465,0.233,94
10,75,976,823,0.387,0.194,82
10,76,976,827,0.516,0.258,159
10,77,976,827,0.000,0.000,110
10,78,976,835,1.032,0.516,83
10,79,976,835,0.000,0.000,113
10,80,979,840,0.752,0.376,34
10,81,981,840,0.258,0.129,62
10,82,981,842,0.258,0.129,55
10,83,981,848,0.774,0.387,66
10,84,981,848,0.000,0.000,106
10,85,981,850,0.258,0.129,79
10,86,981,855,0.645,0.323,18
10,87,981,855,0.000,0.000,50
10,88,981,857,0.258,0.129,109
10,89,981,859,0.258,0.129,45
10,90,979,865,0.816,0.408,50
10,91,972,874,1.471,0.735,16
10,92,970,876,0.365,0.182,47
10,93,968,880,0.577,0.288,53
10,94,966,885,0.695,0.347,121
10,95,962,885,0.516,0.258,57
10,96,962,885,0.000,0.000,15
10,97,962,885,0.000,0.000,29
10,98,959,891,0.865,0.433,6
10,99,959,891,0.000,0.000,103
10,100,949,895,1.389,0.695,32
10,101,949,895,0.000,0.000,15
10,102,947,900,0.695,0.347,1
10,103,936,908,1.755,0.877,27
10,104,932,912,0.730,0.365,17
10,105,929,912,0.387,0.194,1
10,106,921,902,1.652,0.826,23
10,107,919,902,0.258,0.129,0
10,108,919,904,0.258,0.129,10
10,109,914,900,0.826,0.413,14
10,110,904,895,1.442,0.721,3
11,1,1045,711,-1.000,-1.000,125
11,2,1045,711,0.000,0.000,85
11,3,1045,711,0.000,0.000,53
11,4,1043,711,0.258,0.129,92
11,5,1034,711,1.161,0.581,30
11,6,1028,714,0.865,0.433,3
11,7,1028,714,0.000,0.000,58
11,8,1032,716,0.577,0.288,68
11,9,1032,716,0.000,0.000,79
11,10,1030,720,0.577,0.288,10
11,11,1030,720,0.000,0.000,84
11,12,1034,720,0.516,0.258,46
11,13,1034,720,0.000,0.000,17
11,14,1034,720,0.000,0.000,47
11,15,1034,720,0.000,0.000,30
11,16,1034,720,0.000,0.000,31
11,17,1034,720,0.000,0.000,22
11,18,1034,720,0.000,0.000,17
11,19,1034,726,0.774,0.387,29
11,20,1036,726,0.258,0.129,26
11,21,1036,726,0.000,0.000,5
11,22,1036,718,1.032,0.516,65
11,23,1036,718,0.000,0.000,14
11,24,1036,724,0.774,0.387,82
11,25,1036,726,0.258,0.129,39
11,26,1036,726,0.000,0.000,74
11,27,1038,726,0.258,0.129,88
11,28,1038,726,0.000,0.000,42
11,29,1041,726,0.387,0.194,15
11,30,1043,726,0.258,0.129,12
11,31,1043,726,0.000,0.000,55
11,32,1041,726,0.258,0.129,34
11,33,1036,726,0.645,0.323,18
11,34,1036,726,0.000,0.000,3
11,35,1034,726,0.258,0.129,41
11,36,1032,728,0.365,0.182,58
11,37,1032,731,0.387,0.194,1
11,38,1032,733,0.258,0.129,24
11,39,1032,737,0.516,0.258,23
11,40,1032,739,0.258,0.129,11
11,41,1030,739,0.258,0.129,25
11,42,1030,739,0.000,0.000,101
11,43,1030,746,0.903,0.452,17
11,44,1030,746,0.000,0.000,79
11,45,1030,746,0.000,0.000,33
11,46,1030,746,0.000,0.000,41
11,47,1030,746,0.000,0.000,123
11,48,1030,743,0.387,0.194,77
11,49,1028,741,0.365,0.182,52
11,50,1024,741,0.516,0.258,81
11,51,1024,741,0.000,0.000,25
11,52,1024,741,0.000,0.000,35
11,53,1021,741,0.387,0.194,39
11,54,1019,743,0.365,0.182,67
11,55,1019,743,0.000,0.000,53
11,56,1015,748,0.826,0.413,64
11,57,1015,748,0.000,0.000,19
11,58,1015,748,0.000,0.000,82
11,59,1015,748,0.000,0.000,75
11,60,1011,748,0.516,0.258,51
11,61,1004,746,0.939,0.470,57
11,62,1004,746,0.000,0.000,6
11,63,1002,746,0.258,0.129,56
11,64,1002,746,0.000,0.000,83
11,65,1000,746,0.258,0.129,86
11,66,998,750,0.577,0.288,91
11,67,998,754,0.516,0.258,128
11,68,996,763,1.189,0.595,125
11,69,996,763,0.000,0.000,52
11,70,994,763,0.258,0.129,167
11,71,985,763,1.161,0.581,93
11,72,985,763,0.000,0.000,9
11,73,985,763,0.000,0.000,38
11,74,979,765,0.816,0.408,86
11,75,972,769,1.040,0.520,76
11,76,970,776,0.939,0.470,59
11,77,964,780,0.930,0.465,45
11,78,964,780,0.000,0.000,79
11,79,964,786,0.774,0.387,25
11,80,964,790,0.516,0.258,35
11,81,964,790,0.000,0.000,25
11,82,964,790,0.000,0.000,70
11,83,964,795,0.645,0.323,100
11,84,964,808,1.677,0.839,143
11,85,964,808,0.000,0.000,56
11,86,964,808,0.000,0.000,87
11,87,964,808,0.000,0.000,105
11,88,962,818,1.316,0.658,31
11,89,959,818,0.387,0.194,42
11,90,957,820,0.365,0.182,52
11,91,955,825,0.695,0.347,21
11,92,955,825,0.000,0.000,81
11,93,955,825,0.000,0.000,69
11,94,951,829,0.730,0.365,52
11,95,936,833,2.003,1.001,51
11,96,934,835,0.365,0.182,10
11,97,929,840,0.912,0.456,57
11,98,921,844,1.154,0.577,115
11,99,919,848,0.577,0.288,89
11,100,914,852,0.826,0.413,55
11,101,914,852,0.000,0.000,24
11,102,904,857,1.442,0.721,50
11,103,902,859,0.365,0.182,78
11,104,889,859,1.677,0.839,47
11,105,887,859,0.258,0.129,29
11,106,874,865,1.847,0.923,36
11,107,865,863,1.189,0.595,16
11,108,861,857,0.930,0.465,21
11,109,861,857,0.000,0.000,30
11,110,859,857,0.258,0.129,37
12,1,1177,748,-1.000,-1.000,14
12,2,1173,748,0.516,0.258,27
12,3,1160,754,1.847,0.923,38
12,4,1171,754,1.419,0.710,39
12,5,1171,754,0.000,0.000,25
12,6,1171,754,0.000,0.000,46
12,7,1171,754,0.000,0.000,11
12,8,1171,754,0.000,0.000,82
12,9,1171,754,0.000,0.000,74
12,10,1171,754,0.000,0.000,98
12,11,1171,754,0.000,0.000,47
12,12,1171,754,0.000,0.000,55
12,13,1171,754,0.000,0.000,57
12,14,1171,754,0.000,0.000,39
12,15,1171,754,0.000,0.000,54
12,16,1171,754,0.000,0.000,73
12,17,1171,754,0.000,0.000,38
12,18,1171,756,0.258,0.129,30
12,19,1171,763,0.903,0.452,44
12,20,1171,765,0.258,0.129,30
12,21,1173,761,0.577,0.288,71
12,22,1173,761,0.000,0.000,103
12,23,1175,758,0.465,0.233,11
12,24,1175,758,0.000,0.000,126
12,25,1175,758,0.000,0.000,101
12,26,1175,758,0.000,0.000,138
12,27,1175,763,0.645,0.323,87
12,28,1175,763,0.000,0.000,83
12,29,1175,763,0.000,0.000,108
12,30,1182,763,0.903,0.452,157
12,31,1177,763,0.645,0.323,175
12,32,1175,763,0.258,0.129,153
12,33,1175,763,0.000,0.000,90
12,34,1175,767,0.516,0.258,113
12,35,1173,769,0.365,0.182,172
12,36,1173,769,0.000,0.000,34
12,37,1171,769,0.258,0.129,114
12,38,1171,769,0.000,0.000,122
12,39,1171,769,0.000,0.000,157
12,40,1169,769,0.258,0.129,97
12,41,1169,769,0.000,0.000,83
12,42,1169,769,0.000,0.000,113
12,43,1167,769,0.258,0.129,255
12,44,1167,769,0.000,0.000,155
12,45,1167,769,0.000,0.000,75
12,46,1162,769,0.645,0.323,186
12,47,1154,769,1.032,0.516,168
12,48,1154,767,0.258,0.129,140
12,49,1154,765,0.258,0.129,120
12,50,1152,765,0.258,0.129,126
12,51,1150,767,0.365,0.182,51
12,52,1150,767,0.000,0.000,72
12,53,1150,767,0.000,0.000,76
12,54,1135,769,1.952,0.976,58
12,55,1133,767,0.365,0.182,70
12,56,1133,761,0.774,0.387,36
12,57,1124,761,1.161,0.581,92
12,58,1120,765,0.730,0.365,93
12,59,1120,765,0.000,0.000,112
12,60,1118,763,0.365,0.182,89
12,61,1111,761,0.939,0.470,102
12,62,1111,761,0.000,0.000,66
12,63,1107,754,1.040,0.520,92
12,64,1105,752,0.365,0.182,138
12,65,1100,752,0.645,0.323,127
12,66,1100,752,0.000,0.000,60
12,67,1098,752,0.258,0.129,50
12,68,1094,750,0.577,0.288,37
12,69,1092,746,0.577,0.288,126
12,70,1090,746,0.258,0.129,149
12,71,1085,746,0.645,0.323,124
12,72,1081,746,0.516,0.258,87
12,73,1071,746,1.290,0.645,93
12,74,1064,746,0.903,0.452,74
12,75,1064,746,0.000,0.000,50
12,76,1051,746,1.677,0.839,51
12,77,1045,746,0.774,0.387,67
12,78,1038,746,0.903,0.452,28
12,79,1038,748,0.258,0.129,127
12,80,1038,748,0.000,0.000,60
12,81,1038,748,0.000,0.000,6
12,82,1028,750,1.316,0.658,96
12,83,1013,754,2.003,1.001,46
12,84,1002,750,1.510,0.755,30
12,85,996,748,0.816,0.408,69
12,86,996,748,0.000,0.000,129
12,87,989,750,0.939,0.470,147
12,88,983,754,0.930,0.465,1
12,89,974,758,1.271,0.635,22
12,90,970,758,0.516,0.258,91
12,91,966,758,0.516,0.258,33
12,92,962,758,0.516,0.258,47
12,93,955,752,1.189,0.595,96
12,94,951,750,0.577,0.288,38
12,95,949,750,0.258,0.129,92
12,96,947,746,0.577,0.288,73
12,97,936,743,1.471,0.735,27
12,98,927,743,1.161,0.581,48
12,99,921,743,0.774,0.387,55
12,100,919,743,0.258,0.129,16
12,101,902,750,2.372,1.186,108
12,102,895,752,0.939,0.470,16
12,103,891,754,0.577,0.288,85
12,104,885,754,0.774,0.387,68
12,105,874,754,1.419,0.710,98
12,106,870,756,0.577,0.288,18
12,107,867,756,0.387,0.194,11
12,108,861,756,0.774,0.387,18
12,109,850,756,1.419,0.710,1
12,110,850,756,0.000,0.000,11
13,1,900,861,-1.000,-1.000,49
13,2,900,861,0.000,0.000,2
13,3,893,863,0.939,0.470,79
13,4,889,865,0.577,0.288,37
13,5,889,865,0.000,0.000,38
13,6,889,865,0.000,0.000,86
13,7,885,870,0.826,0.413,55
13,8,882,872,0.465,0.233,30
13,9,882,872,0.000,0.000,17
13,10,882,872,0.000,0.000,87
13,11,885,872,0.387,0.194,11
13,12,882,876,0.645,0.323,43
13,13,887,876,0.645,0.323,78
13,14,887,876,0.000,0.000,42
13,15,887,876,0.000,0.000,50
13,16,893,878,0.816,0.408,21
13,17,893,878,0.000,0.000,79
13,18,900,878,0.903,0.452,89
13,19,902,880,0.365,0.182,119
13,20,902,880,0.000,0.000,74
13,21,908,874,1.095,0.547,87
13,22,908,874,0.000,0.000,94
13,23,906,874,0.258,0.129,76
13,24,908,878,0.577,0.288,23
13,25,908,878,0.000,0.000,48
13,26,912,876,0.577,0.288,111
13,27,912,876,0.000,0.000,97
13,28,912,876,0.000,0.000,81
13,29,912,878,0.258,0.129,42
13,30,917,878,0.645,0.323,74
13,31,917,880,0.258,0.129,121
13,32,917,880,0.000,0.000,136
13,33,917,880,0.000,0.000,82
13,34,917,880,0.000,0.000,30
13,35,917,880,0.000,0.000,77
13,36,914,878,0.465,0.233,78
13,37,914,878,0.000,0.000,72
13,38,917,880,0.465,0.233,89
13,39,921,880,0.516,0.258,117
13,40,921,885,0.645,0.323,95
13,41,921,885,0.000,0.000,47
13,42,921,887,0.258,0.129,67
13,43,923,887,0.258,0.129,105
13,44,923,887,0.000,0.000,79
13,45,921,893,0.816,0.408,146
13,46,919,895,0.365,0.182,80
13,47,923,893,0.577,0.288,68
13,48,927,889,0.730,0.365,57
13,49,927,891,0.258,0.129,82
13,50,927,893,0.258,0.129,183
13,51,934,893,0.903,0.452,92
13,52,934,900,0.903,0.452,67
13,53,934,904,0.516,0.258,54
13,54,936,906,0.365,0.182,67
13,55,938,908,0.365,0.182,45
13,56,944,912,0.930,0.465,91
13,57,947,917,0.752,0.376,61
13,58,953,925,1.290,0.645,116
13,59,959,923,0.816,0.408,92
13,60,962,923,0.387,0.194,201
13,61,966,927,0.730,0.365,57
13,62,972,934,1.189,0.595,124
13,63,972,934,0.000,0.000,121
13,64,974,938,0.577,0.288,62
13,65,979,944,1.008,0.504,68
13,66,981,947,0.465,0.233,119
13,67,981,953,0.774,0.387,57
13,68,981,966,1.677,0.839,93
13,69,987,972,1.095,0.547,84
13,70,987,976,0.516,0.258,66
13,71,989,981,0.695,0.347,44
13,72,989,983,0.258,0.129,43
13,73,989,983,0.000,0.000,78
13,74,989,987,0.516,0.258,41
13,75,991,991,0.577,0.288,34
13,76,991,994,0.387,0.194,12
13,77,994,998,0.645,0.323,57
13,78,996,1013,1.952,0.976,64
13,79,996,1015,0.258,0.129,38
13,80,1013,1026,2.612,1.306,79
13,81,1017,1026,0.516,0.258,68
13,82,1017,1028,0.258,0.129,72
13,83,1017,1041,1.677,0.839,52
13,84,1021,1043,0.577,0.288,63
13,85,1021,1045,0.258,0.129,173
13,86,1021,1049,0.516,0.258,129
13,87,1024,1056,0.982,0.491,33
13,88,1024,1056,0.000,0.000,46
13,89,1024,1056,0.000,0.000,15
13,90,1026,1066,1.316,0.658,54
13,91,1026,1068,0.258,0.129,42
13,92,1028,1073,0.695,0.347,48
13,93,1028,1077,0.516,0.258,36
13,94,1028,1083,0.774,0.387,27
13,95,1026,1083,0.258,0.129,16
13,96,1026,1085,0.258,0.129,84
13,97,1026,1096,1.419,0.710,195
13,98,1026,1105,1.161,0.581,65
13,99,1026,1105,0.000,0.000,13
13,100,1026,1109,0.516,0.258,1
13,101,1028,1118,1.189,0.595,31
13,102,1028,1120,0.258,0.129,49
13,103,1028,1122,0.258,0.129,41
13,104,1024,1126,0.730,0.365,4
13,105,1024,1126,0.000,0.000,0
13,106,1017,1130,1.040,0.520,6
13,107,1009,1130,1.032,0.516,17
13,108,1009,1130,0.000,0.000,29
13,109,1009,1130,0.000,0.000,65
13,110,1009,1130,0.000,0.000,46
14,1,959,957,-1.000,-1.000,8
14,2,951,959,1.064,0.532,34
14,3,949,968,1.189,0.595,30
14,4,949,972,0.516,0.258,31
14,5,940,976,1.271,0.635,90
14,6,940,981,0.645,0.323,112
14,7,938,985,0.577,0.288,50
14,8,938,985,0.000,0.000,0
14,9,938,985,0.000,0.000,25
14,10,936,983,0.365,0.182,91
14,11,936,983,0.000,0.000,71
14,12,936,983,0.000,0.000,115
14,13,936,983,0.000,0.000,39
14,14,929,979,1.040,0.520,61
14,15,929,979,0.000,0.000,29
14,16,936,968,1.682,0.841,80
14,17,936,972,0.516,0.258,56
14,18,936,974,0.258,0.129,88
14,19,936,974,0.000,0.000,99
14,20,938,974,0.258,0.129,83
14,21,938,974,0.000,0.000,64
14,22,938,974,0.000,0.000,34
14,23,938,974,0.000,0.000,107
14,24,938,974,0.000,0.000,98
14,25,938,974,0.000,0.000,41
14,26,938,972,0.258,0.129,46
14,27,938,972,0.000,0.000,54
14,28,938,972,0.000,0.000,71
14,29,940,979,0.939,0.470,46
14,30,940,979,0.000,0.000,105
14,31,942,979,0.258,0.129,43
14,32,942,974,0.645,0.323,141
14,33,942,974,0.000,0.000,122
14,34,942,974,0.000,0.000,75
14,35,942,974,0.000,0.000,124
14,36,942,974,0.000,0.000,112
14,37,942,979,0.645,0.323,66
14,38,942,981,0.258,0.129,174
14,39,942,981,0.000,0.000,173
14,40,942,981,0.000,0.000,67
14,41,942,981,0.000,0.000,84
14,42,942,981,0.000,0.000,169
14,43,942,981,0.000,0.000,65
14,44,942,981,0.000,0.000,41
14,45,942,981,0.000,0.000,108
14,46,942,981,0.000,0.000,155
14,47,942,981,0.000,0.000,43
14,48,942,981,0.000,0.000,255
14,49,942,981,0.000,0.000,147
14,50,942,981,0.000,0.000,201
14,51,947,989,1.217,0.608,90
14,52,947,989,0.000,0.000,121
14,53,947,989,0.000,0.000,105
14,54,947,989,0.000,0.000,102
14,55,947,989,0.000,0.000,99
14,56,953,998,1.395,0.698,84
14,57,953,1002,0.516,0.258,92
14,58,955,1002,0.258,0.129,59
14,59,959,1004,0.577,0.288,38
14,60,962,1009,0.752,0.376,127
14,61,964,1015,0.816,0.408,144
14,62,964,1015,0.000,0.000,55
14,63,970,1015,0.774,0.387,49
14,64,970,1019,0.516,0.258,45
14,65,970,1024,0.645,0.323,65
14,66,972,1028,0.577,0.288,102
14,67,974,1032,0.577,0.288,119
14,68,979,1038,1.008,0.504,122
14,69,981,1041,0.465,0.233,72
14,70,981,1045,0.516,0.258,71
14,71,981,1049,0.516,0.258,71
14,72,981,1051,0.258,0.129,74
14,73,983,1062,1.442,0.721,130
14,74,985,1064,0.365,0.182,191
14,75,985,1066,0.258,0.129,100
14,76,987,1071,0.695,0.347,38
14,77,989,1075,0.577,0.288,164
14,78,989,1079,0.516,0.258,80
14,79,989,1081,0.258,0.129,20
14,80,987,1083,0.365,0.182,21
14,81,989,1098,1.952,0.976,40
14,82,991,1103,0.695,0.347,117
14,83,996,1105,0.695,0.347,121
14,84,1002,1109,0.930,0.465,120
14,85,1009,1115,1.189,0.595,63
14,86,1011,1120,0.695,0.347,76
14,87,1013,1124,0.577,0.288,110
14,88,1015,1135,1.442,0.721,41
14,89,1015,1152,2.193,1.097,1
14,90,1013,1154,0.365,0.182,31
14,91,1011,1160,0.816,0.408,91
14,92,1011,1165,0.645,0.323,35
